"scientific_name","social"
"Rhegmatorhina berlepschi",0
"Rhegmatorhina hoffmannsi",0
"Rhegmatorhina cristata",0
"Rhegmatorhina melanosticta",0
"Phlegopsis nigromaculata",0
"Phlegopsis erythroptera",0
"Phlegopsis borbae",0
"Willisornis poecilinotus",0
"Drymophila ferruginea",0
"Drymophila rubricollis",0
"Drymophila genei",0
"Drymophila ochropyga",0
"Drymophila malura",0
"Drymophila squamata",0
"Drymophila devillei",0
"Drymophila caudata",0
"Hypocnemis cantator",0
"Hypocnemis flavescens",0
"Hypocnemis striata",0
"Hypocnemis rondoni",0
"Hypocnemis hypoxantha",0
"Sciaphylax hemimelaena",0
"Sciaphylax castanea",0
"Cercomacroides laeta",0
"Cercomacroides parkeri",0
"Cercomacroides nigrescens",0
"Cercomacroides tyrannina",0
"Cercomacroides serva",0
"Cercomacra manu",0
"Cercomacra brasiliana",0
"Cercomacra cinerascens",0
"Cercomacra melanaria",0
"Cercomacra ferdinandi",0
"Cercomacra nigricans",0
"Cercomacra carbonaria",0
"Myrmoderus ferrugineus",0
"Myrmoderus ruficauda",0
"Myrmoderus loricatus",0
"Myrmoderus squamosus",0
"Hypocnemoides melanopogon",0
"Hypocnemoides maculicauda",0
"Hylophylax naevioides",0
"Hylophylax naevius",0
"Hylophylax punctulatus",0
"Sclateria naevia",0
"Myrmelastes hyperythrus",0
"Myrmelastes schistaceus",0
"Myrmelastes leucostigma",0
"Myrmelastes rufifacies",0
"Myrmelastes saturatus",0
"Myrmelastes caurensis",0
"Poliocrania exsul",0
"Ampelornis griseiceps",0
"Sipia berlepschi",0
"Sipia nigricauda",0
"Sipia laemosticta",0
"Myrmeciza longipes",0
"Myrmoborus lophotes",0
"Myrmoborus myotherinus",0
"Myrmoborus leucophrys",0
"Myrmoborus lugubris",0
"Gymnocichla nudiceps",0
"Pyriglena leuconota",0
"Pyriglena atra",0
"Pyriglena leucoptera",0
"Rhopornis ardesiacus",0
"Percnostola rufifrons",0
"Percnostola arenarum",0
"Akletos melanoceps",0
"Akletos goeldii",0
"Hafferia fortis",0
"Hafferia immaculata",0
"Formicarius colma",0
"Formicarius analis",0
"Formicarius nigricapillus",0
"Formicarius rufipectus",0
"Chamaeza campanisona",0
"Chamaeza nobilis",0
"Chamaeza meruloides",0
"Chamaeza ruficauda",0
"Chamaeza mollissima",0
"Grallaria squamigera",0
"Grallaria excelsa",0
"Grallaria varia",0
"Grallaria guatimalensis",0
"Grallaria haplonota",0
"Grallaria dignissima",0
"Grallaria flavotincta",0
"Grallaria hypoleuca",0
"Grallaria rufocinerea",0
"Grallaria quitensis",0
"Hylopezus perspicillatus",0
"Hylopezus macularius",0
"Hylopezus ochroleucus",0
"Myrmothera fulviventris",0
"Myrmothera berlepschi",0
"Myrmothera dives",0
"Myrmothera simplex",0
"Myrmothera campanisona",0
"Myrmothera subcanescens",0
"Grallaricula flavirostris",0
"Grallaricula cucullata",0
"Grallaricula ferrugineipectus",0
"Grallaricula lineifrons",0
"Conopophaga lineata",0
"Conopophaga aurita",0
"Conopophaga roberti",0
"Conopophaga peruviana",0
"Conopophaga cearae",0
"Conopophaga melanops",0
"Conopophaga melanogaster",0
"Pittasoma michleri",0
"Pittasoma rufopileatum",0
"Pteroptochos castaneus",0
"Pteroptochos tarnii",0
"Scelorchilus albicollis",0
"Scelorchilus rubecula",0
"Liosceles thoracicus",0
"Psilorhamphus guttatus",0
"Merulaxis ater",0
"Merulaxis stresemanni",0
"Eugralla paradoxa",0
"Eleoscytalopus indigoticus",0
"Scytalopus petrophilus",0
"Scytalopus gonzagai",0
"Scytalopus magellanicus",0
"Scytalopus parvirostris",0
"Scytalopus panamensis",0
"Melanopareia torquata",0
"Melanopareia maximiliani",0
"Melanopareia elegans",0
"Phyllomyias sclateri",0
"Phyllomyias weedeni",0
"Phyllomyias fasciatus",0
"Phyllomyias griseiceps",0
"Phyllomyias plumbeiceps",0
"Phyllomyias griseocapilla",0
"Phyllomyias burmeisteri",0
"Phyllomyias nigrocapillus",0
"Phyllomyias uropygialis",0
"Tyrannulus elatus",0
"Myiopagis caniceps",0
"Myiopagis olallai",0
"Myiopagis subplacens",0
"Myiopagis flavivertex",0
"Myiopagis viridicata",0
"Myiopagis cotta",0
"Elaenia flavogaster",0
"Elaenia martinica",0
"Elaenia spectabilis",0
"Elaenia albiceps",0
"Elaenia parvirostris",0
"Elaenia strepera",0
"Elaenia cristata",0
"Elaenia chiriquensis",0
"Elaenia ruficeps",0
"Elaenia obscura",0
"Elaenia dayi",0
"Elaenia fallax",1
"Ornithion semiflavum",0
"Ornithion brunneicapillus",0
"Ornithion inerme",0
"Camptostoma obsoletum",0
"Suiriri suiriri",0
"Mecocerculus leucophrys",0
"Mecocerculus poecilocercus",0
"Mecocerculus hellmayri",0
"Mecocerculus calopterus",0
"Mecocerculus stictopterus",0
"Anairetes nigrocristatus",1
"Anairetes reguloides",1
"Anairetes alpinus",0
"Anairetes flavirostris",1
"Anairetes parulus",0
"Anairetes fernandezianus",0
"Uromyias agilis",0
"Uromyias agraphia",0
"Serpophaga cinerea",0
"Serpophaga hypoleuca",0
"Phaeomyias murina",1
"Capsiempis flaveola",0
"Polystictus pectoralis",0
"Polystictus superciliaris",0
"Pseudocolopteryx sclateri",0
"Pseudocolopteryx acutipennis",0
"Pseudocolopteryx flaviventris",0
"Pseudotriccus pelzelni",0
"Pseudotriccus simplex",0
"Pseudotriccus ruficeps",0
"Corythopis torquatus",0
"Corythopis delalandi",0
"Euscarthmus meloryphus",0
"Euscarthmus rufomarginatus",0
"Pseudelaenia leucospodia",0
"Stigmatura napensis",0
"Stigmatura budytoides",0
"Zimmerius vilissimus",0
"Zimmerius improbus",0
"Zimmerius bolivianus",0
"Zimmerius cinereicapilla",0
"Zimmerius villarejoi",0
"Zimmerius chicomendesi",0
"Zimmerius gracilipes",0
"Zimmerius acer",0
"Zimmerius chrysops",0
"Zimmerius viridiflavus",0
"Pogonotriccus poecilotis",0
"Pogonotriccus chapmani",0
"Pogonotriccus ophthalmicus",0
"Pogonotriccus orbitalis",0
"Pogonotriccus venezuelanus",0
"Pogonotriccus lanyoni",0
"Pogonotriccus eximius",0
"Phylloscartes paulista",0
"Phylloscartes difficilis",0
"Phylloscartes ventralis",0
"Phylloscartes ceciliae",0
"Phylloscartes kronei",0
"Phylloscartes gualaquizae",0
"Phylloscartes nigrifrons",0
"Phylloscartes superciliaris",0
"Phylloscartes flaviventris",0
"Phylloscartes parkeri",0
"Phylloscartes roquettei",0
"Phylloscartes oustaleti",0
"Phylloscartes sylviolus",0
"Mionectes striaticollis",1
"Mionectes olivaceus",1
"Mionectes oleagineus",1
"Mionectes macconnelli",1
"Mionectes roraimae",0
"Mionectes rufiventris",0
"Leptopogon amaurocephalus",0
"Sublegatus modestus",0
"Inezia tenuirostris",0
"Inezia inornata",0
"Inezia subflava",0
"Inezia caudata",0
"Myiophobus flavicans",0
"Myiophobus phoenicomitra",0
"Myiophobus inornatus",0
"Myiophobus roraimae",0
"Myiophobus cryptoxanthus",0
"Myiophobus fasciatus",0
"Nephelomyias pulcher",0
"Nephelomyias lintoni",0
"Nephelomyias ochraceiventris",0
"Myiotriccus ornatus",0
"Myiotriccus phoenicurus",0
"Tachuris rubrigastra",0
"Culicivora caudacuta",1
"Hemitriccus diops",0
"Hemitriccus obsoletus",0
"Hemitriccus flammulatus",0
"Hemitriccus minor",0
"Hemitriccus spodiops",0
"Hemitriccus josephinae",0
"Hemitriccus zosterops",0
"Hemitriccus griseipectus",0
"Hemitriccus minimus",0
"Hemitriccus orbitatus",0
"Hemitriccus iohannis",0
"Hemitriccus striaticollis",0
"Hemitriccus nidipendulus",0
"Hemitriccus margaritaceiventer",0
"Hemitriccus granadensis",0
"Hemitriccus mirandae",0
"Hemitriccus kaempferi",0
"Hemitriccus rufigularis",0
"Hemitriccus furcatus",0
"Myiornis atricapillus",0
"Myiornis ecaudatus",0
"Oncostoma cinereigulare",0
"Oncostoma olivaceum",0
"Lophotriccus eulophotes",0
"Lophotriccus galeatus",0
"Atalotriccus pilaris",0
"Poecilotriccus ruficeps",0
"Poecilotriccus luluae",0
"Poecilotriccus albifacies",0
"Poecilotriccus capitalis",0
"Poecilotriccus russatus",0
"Poecilotriccus plumbeiceps",0
"Poecilotriccus fumifrons",0
"Poecilotriccus latirostris",0
"Poecilotriccus sylvia",0
"Poecilotriccus calopterus",0
"Poecilotriccus pulchellus",0
"Taeniotriccus andrei",0
"Todirostrum maculatum",0
"Todirostrum poliocephalum",0
"Todirostrum cinereum",0
"Todirostrum viridanum",0
"Todirostrum pictum",0
"Todirostrum chrysocrotaphum",0
"Todirostrum nigriceps",0
"Cnipodectes subbrunneus",0
"Rhynchocyclus pacificus",0
"Rhynchocyclus brevirostris",0
"Rhynchocyclus fulvipectus",0
"Rhynchocyclus aequinoctialis",0
"Rhynchocyclus olivaceus",0
"Tolmomyias sulphurescens",0
"Tolmomyias traylori",0
"Tolmomyias assimilis",0
"Tolmomyias poliocephalus",0
"Tolmomyias flaviventris",0
"Calyptura cristata",0
"Platyrinchus saturatus",0
"Platyrinchus cancrominus",0
"Platyrinchus mystaceus",0
"Platyrinchus coronatus",0
"Platyrinchus platyrhynchos",0
"Platyrinchus leucoryphus",0
"Neopipo cinnamomea",0
"Pyrrhomyias cinnamomeus",0
"Hirundinea ferruginea",0
"Lathrotriccus euleri",0
"Aphanotriccus capitalis",0
"Aphanotriccus audax",0
"Cnemotriccus fuscatus",0
"Mitrephanes phaeocercus",0
"Mitrephanes olivaceus",0
"Contopus ochraceus",0
"Contopus cinereus",0
"Contopus nigrescens",0
"Contopus latirostris",1
"Empidonax minimus",0
"Empidonax difficilis",0
"Pyrocephalus rubinus",0
"Pyrocephalus obscurus",0
"Ochthornis littoralis",0
"Satrapa icterophrys",0
"Muscisaxicola fluviatilis",0
"Muscisaxicola maculirostris",0
"Muscisaxicola albifrons",0
"Muscisaxicola alpinus",1
"Muscisaxicola griseus",1
"Muscisaxicola rufivertex",1
"Muscisaxicola maclovianus",1
"Muscisaxicola albilora",0
"Muscisaxicola capistratus",1
"Muscisaxicola juninensis",1
"Muscisaxicola frontalis",0
"Lessonia oreas",0
"Lessonia rufa",1
"Hymenops perspicillatus",0
"Knipolegus cyanirostris",0
"Knipolegus signatus",0
"Knipolegus striaticeps",0
"Knipolegus aterrimus",0
"Knipolegus poecilurus",0
"Knipolegus orenocensis",0
"Knipolegus poecilocercus",0
"Knipolegus lophotes",0
"Knipolegus nigerrimus",0
"Knipolegus franciscanus",0
"Cnemarchus erythropygius",0
"Polioxolmis rufipennis",0
"Xolmis velatus",0
"Xolmis rubetra",1
"Xolmis salinarum",1
"Neoxolmis rufiventris",1
"Myiotheretes striaticollis",0
"Myiotheretes fuscorufus",0
"Myiotheretes pernix",0
"Myiotheretes fumigatus",0
"Agriornis murinus",0
"Agriornis lividus",0
"Gubernetes yetapa",0
"Muscipipra vetula",0
"Fluvicola pica",0
"Fluvicola nengeta",0
"Xolmis dominicanus",1
"Alectrurus tricolor",1
"Alectrurus risora",1
"Ochthoeca salvini",0
"Silvicultrix frontalis",0
"Silvicultrix pulchella",0
"Silvicultrix jelskii",0
"Ochthoeca cinnamomeiventris",0
"Ochthoeca rufipectoralis",0
"Ochthoeca fumicolor",0
"Ochthoeca oenanthoides",0
"Ochthoeca leucophrys",0
"Ochthoeca piurae",0
"Colorhamphus parvirostris",0
"Colonia colonus",0
"Machetornis rixosa",0
"Legatus leucophaius",0
"Phelpsia inornata",0
"Myiozetetes cayanensis",0
"Myiozetetes similis",0
"Myiozetetes granadensis",0
"Myiozetetes luteiventris",0
"Pitangus sulphuratus",0
"Philohydor lictor",0
"Conopias albovittatus",0
"Conopias parvus",1
"Conopias trivirgatus",0
"Conopias cinchoneti",0
"Myiodynastes hemichrysus",0
"Myiodynastes chrysocephalus",0
"Myiodynastes bairdii",0
"Myiodynastes luteiventris",0
"Myiodynastes maculatus",0
"Megarynchus pitangua",0
"Tyrannopsis sulphurea",0
"Empidonomus varius",0
"Griseotyrannus aurantioatrocristatus",0
"Tyrannus melancholicus",0
"Tyrannus couchii",0
"Tyrannus vociferans",1
"Tyrannus forficatus",1
"Tyrannus savana",0
"Tyrannus cubensis",0
"Rhytipterna simplex",0
"Rhytipterna immunda",0
"Rhytipterna holerythra",0
"Sirystes sibilator",0
"Sirystes albocinereus",0
"Casiornis rufus",0
"Myiarchus tuberculifer",0
"Myiarchus swainsoni",0
"Myiarchus ferox",0
"Myiarchus apicalis",0
"Myiarchus tyrannulus",0
"Myiarchus magnirostris",0
"Myiarchus nugator",0
"Ramphotrigon megacephalum",0
"Ramphotrigon ruficauda",0
"Ramphotrigon fuscicauda",0
"Attila cinnamomeus",0
"Attila torridus",0
"Attila citriniventris",0
"Attila bolivianus",0
"Attila rufus",0
"Attila spadiceus",0
"Ampelioides tschudii",1
"Pipreola formosa",1
"Carpornis cucullata",0
"Carpornis melanocephala",0
"Rupicola peruvianus",0
"Rupicola rupicola",0
"Phoenicircus carnifex",0
"Phoenicircus nigricollis",0
"Phytotoma rara",0
"Phytotoma raimondii",0
"Phytotoma rutila",1
"Phibalura flavirostris",1
"Ampelion rubrocristatus",1
"Haematoderus militaris",0
"Querula purpurata",1
"Pyroderus scutatus",0
"Cephalopterus glabricollis",1
"Cephalopterus penduliger",0
"Cephalopterus ornatus",0
"Perissocephalus tricolor",0
"Lipaugus vociferans",0
"Lipaugus ater",0
"Lipaugus conditus",0
"Lipaugus weberi",1
"Lipaugus fuscocinereus",1
"Procnias nudicollis",0
"Procnias averano",0
"Cotinga cayana",1
"Cotinga nattererii",1
"Cotinga maculata",1
"Cotinga cotinga",0
"Porphyrolaema porphyrolaema",0
"Xipholena punicea",0
"Carpodectes hopkei",1
"Chiroxiphia boliviana",0
"Chiroxiphia pareola",0
"Chiroxiphia linearis",0
"Chiroxiphia lanceolata",0
"Chiroxiphia caudata",0
"Antilophia galeata",0
"Masius chrysopterus",0
"Corapipo gutturalis",1
"Corapipo leucorrhoa",1
"Lepidothrix coronata",0
"Lepidothrix iris",0
"Lepidothrix suavissima",0
"Heterocercus flavivertex",0
"Heterocercus linteatus",0
"Manacus manacus",1
"Manacus candei",0
"Manacus vitellinus",1
"Manacus aurantiacus",1
"Pipra aureola",0
"Pipra filicauda",0
"Pipra fasciicauda",0
"Machaeropterus deliciosus",1
"Machaeropterus regulus",0
"Machaeropterus striolatus",0
"Machaeropterus pyrocephalus",0
"Ceratopipra cornuta",0
"Ceratopipra mentalis",1
"Ceratopipra chloromeros",0
"Ceratopipra erythrocephala",0
"Ceratopipra rubrocapilla",0
"Tityra inquisitor",0
"Tityra cayana",0
"Tityra semifasciata",0
"Schiffornis major",0
"Schiffornis olivacea",0
"Schiffornis turdina",0
"Schiffornis virescens",0
"Laniocera rufescens",0
"Laniocera hypopyrra",0
"Iodopleura isabellae",0
"Laniisoma buckleyi",1
"Laniisoma elegans",0
"Xenopsaris albinucha",0
"Pachyramphus viridis",0
"Pachyramphus versicolor",0
"Pachyramphus spodiurus",0
"Pachyramphus rufus",0
"Pachyramphus castaneus",0
"Pachyramphus cinnamomeus",0
"Pachyramphus salvini",0
"Pachyramphus polychopterus",0
"Pachyramphus marginatus",0
"Pachyramphus albogriseus",0
"Pachyramphus major",0
"Pachyramphus surinamus",0
"Pachyramphus homochrous",0
"Pachyramphus minor",0
"Pachyramphus validus",0
"Pachyramphus aglaiae",0
"Oxyruncus cristatus",1
"Onychorhynchus swainsoni",0
"Onychorhynchus coronatus",0
"Myiobius villosus",0
"Myiobius sulphureipygius",0
"Myiobius barbatus",0
"Myiobius atricaudus",0
"Terenotriccus erythrurus",0
"Menura alberti",1
"Menura novaehollandiae",1
"Ailuroedus stonii",0
"Ailuroedus buccoides",0
"Ailuroedus geislerorum",0
"Ailuroedus crassirostris",0
"Ailuroedus maculosus",0
"Ailuroedus astigmaticus",0
"Ailuroedus melanocephalus",0
"Ailuroedus arfakianus",0
"Ailuroedus melanotis",0
"Scenopoeetes dentirostris",0
"Prionodura newtoniana",0
"Sericulus aureus",0
"Sericulus bakeri",0
"Ptilonorhynchus violaceus",0
"Chlamydera guttata",0
"Chlamydera nuchalis",0
"Chlamydera maculata",0
"Chlamydera lauterbachi",0
"Cormobates placens",0
"Sipodotus wallacii",1
"Chenorhamphus grayi",0
"Malurus cyanocephalus",1
"Malurus amabilis",0
"Malurus lamberti",1
"Malurus pulcherrimus",0
"Malurus elegans",1
"Malurus cyaneus",0
"Malurus splendens",0
"Malurus coronatus",0
"Malurus alboscapulatus",1
"Malurus melanocephalus",1
"Malurus leucopterus",1
"Stipiturus malachurus",0
"Stipiturus mallee",1
"Amytornis housei",1
"Amytornis woodwardi",0
"Amytornis dorotheae",0
"Amytornis merrotsyi",0
"Amytornis whitei",0
"Amytornis striatus",0
"Amytornis ballarae",0
"Myza celebensis",0
"Acanthorhynchus tenuirostris",0
"Acanthorhynchus superciliosus",0
"Glycichaera fallax",0
"Melionyx fuscus",0
"Ptiloprora plumbea",0
"Ptiloprora meekiana",0
"Ptiloprora erythropleura",0
"Ptiloprora guisei",0
"Ptiloprora perstriata",0
"Ashbyia lovensis",0
"Epthianura tricolor",1
"Epthianura aurifrons",0
"Epthianura crocea",0
"Epthianura albifrons",1
"Stresemannia bougainvillei",0
"Conopophila albogularis",0
"Conopophila rufogularis",0
"Conopophila whitei",0
"Ramsayornis fasciatus",1
"Ramsayornis modestus",1
"Melilestes megarhynchus",0
"Timeliopsis fulvigula",0
"Timeliopsis griseigula",0
"Melipotes gymnops",0
"Melipotes fumigatus",0
"Gliciphila undulata",0
"Gliciphila notabilis",0
"Gliciphila melanops",0
"Pycnopygius ixoides",0
"Pycnopygius cinereus",0
"Pycnopygius stictocephalus",0
"Certhionyx variegatus",0
"Prosthemadera novaeseelandiae",0
"Anthornis melanocephala",0
"Lichmera lombokia",0
"Sugomel nigrum",1
"Melitograis gilolensis",0
"Vosea whitemanensis",0
"Myzomela eques",1
"Myzomela obscura",0
"Myzomela cruentata",0
"Myzomela pulchella",0
"Myzomela prawiradilagae",0
"Myzomela erythrocephala",0
"Myzomela adolphinae",1
"Myzomela boiei",0
"Myzomela chloroptera",0
"Myzomela wakoloensis",0
"Myzomela sanguinolenta",0
"Myzomela cardinalis",0
"Myzomela rubratra",0
"Myzomela sclateri",0
"Myzomela pammelaena",0
"Myzomela lafargei",0
"Myzomela eichhorni",0
"Myzomela melanocephala",0
"Myzomela tristrami",0
"Myzomela jugularis",0
"Myzomela vulnerata",0
"Myzomela rosenbergii",1
"Philemon meyeri",0
"Philemon brassi",1
"Philemon citreogularis",0
"Philemon inornatus",0
"Philemon fuscicapillus",0
"Philemon subcorniculatus",0
"Philemon moluccensis",0
"Philemon buceroides",1
"Philemon cockerelli",0
"Philemon albitorques",0
"Philemon argenticeps",1
"Philemon corniculatus",0
"Xanthotis polygrammus",0
"Xanthotis macleayanus",0
"Xanthotis flaviventer",0
"Plectorhyncha lanceolata",1
"Grantiella picta",1
"Trichodere cockerelli",1
"Phylidonyris pyrrhopterus",1
"Phylidonyris niger",0
"Lichmera argentauris",0
"Lichmera incana",0
"Lichmera alboauricularis",0
"Lichmera squamata",0
"Lichmera monticola",1
"Lichmera notabilis",0
"Cissomela pectoralis",0
"Guadalcanaria inexpectata",0
"Meliarchus sclateri",0
"Gymnomyza viridis",0
"Gymnomyza samoensis",0
"Gymnomyza aubryana",0
"Foulehaio carunculatus",0
"Nesoptilotis leucotis",0
"Nesoptilotis flavicollis",0
"Entomyzon cyanotis",0
"Melithreptus gularis",0
"Melithreptus validirostris",1
"Melithreptus brevirostris",1
"Melithreptus albogularis",0
"Melithreptus lunatus",1
"Melithreptus chloropsis",1
"Melithreptus affinis",1
"Stomiopera flava",0
"Meliphaga aruensis",0
"Meliphaga notata",0
"Meliphaga lewinii",0
"Purnella albifrons",1
"Lichenostomus melanops",1
"Lichenostomus cratitius",0
"Microptilotis mimikae",0
"Microptilotis montanus",0
"Microptilotis orientalis",0
"Microptilotis albonotatus",0
"Microptilotis analogus",0
"Microptilotis gracilis",0
"Microptilotis imitatrix",0
"Microptilotis flavirictus",0
"Microptilotis albilineatus",0
"Microptilotis reticulatus",0
"Gavicalis versicolor",0
"Gavicalis fasciogularis",0
"Gavicalis virescens",0
"Ptilotula flavescens",0
"Ptilotula fusca",1
"Ptilotula keartlandi",0
"Ptilotula ornata",0
"Ptilotula penicillata",1
"Caligavis chrysops",0
"Caligavis subfrenata",0
"Anthochaera chrysoptera",0
"Anthochaera lunulata",0
"Anthochaera carunculata",0
"Anthochaera paradoxa",0
"Anthochaera phrygia",1
"Acanthagenys rufogularis",0
"Bolemoreus frenatus",0
"Bolemoreus hindwoodi",0
"Melidectes leucostephes",0
"Melidectes rufocrissalis",0
"Melidectes belfordi",0
"Melidectes torquatus",0
"Manorina melanophrys",0
"Manorina melanocephala",0
"Manorina flavigula",1
"Manorina melanotis",1
"Dasyornis brachypterus",0
"Dasyornis broadbenti",0
"Pardalotus punctatus",0
"Pardalotus quadragintus",0
"Pardalotus rubricatus",0
"Pardalotus striatus",0
"Oreoscopus gutturalis",0
"Pyrrholaemus brunneus",0
"Pyrrholaemus sagittatus",0
"Hylacola cauta",0
"Hylacola pyrrhopygia",0
"Calamanthus fuliginosus",0
"Calamanthus campestris",0
"Smicrornis brevirostris",1
"Neosericornis citreogularis",0
"Origma robusta",0
"Origma murina",0
"Origma solitaria",0
"Sericornis humilis",0
"Sericornis frontalis",0
"Sericornis maculatus",1
"Sericornis keri",0
"Sericornis beccarii",0
"Sericornis magnirostra",0
"Sericornis nouhuysi",1
"Aethomyias rufescens",0
"Aethomyias perspicillatus",1
"Aethomyias arfakianus",0
"Aethomyias papuensis",0
"Acanthornis magna",0
"Aphelocephala leucopsis",1
"Aphelocephala nigricincta",1
"Aphelocephala pectoralis",1
"Acanthiza cinerea",1
"Acanthiza murina",1
"Acanthiza nana",1
"Acanthiza lineata",1
"Acanthiza apicalis",0
"Acanthiza ewingii",0
"Acanthiza katherina",0
"Acanthiza pusilla",0
"Acanthiza robustirostris",0
"Acanthiza iredalei",1
"Acanthiza uropygialis",1
"Acanthiza inornata",0
"Acanthiza reguloides",1
"Gerygone chrysogaster",0
"Gerygone mouki",0
"Gerygone chloronota",0
"Gerygone palpebrosa",0
"Gerygone magnirostris",0
"Gerygone inornata",0
"Gerygone dorsalis",0
"Gerygone olivacea",0
"Gerygone tenebrosa",0
"Gerygone flavolateralis",0
"Gerygone levigaster",0
"Gerygone fusca",1
"Gerygone ruficollis",0
"Gerygone igata",0
"Gerygone albofrontata",0
"Garritornis isidorei",0
"Pomatostomus temporalis",1
"Pomatostomus halli",1
"Pomatostomus superciliosus",1
"Pomatostomus ruficeps",0
"Cnemophilus loriae",0
"Cnemophilus macgregorii",0
"Loboparadisea sericea",0
"Melanocharis longicauda",0
"Melanocharis versteri",0
"Rhamphocharis crassirostris",0
"Rhamphocharis piperata",0
"Oedistoma iliolophus",0
"Oedistoma pygmaeum",1
"Toxorhamphus novaeguineae",0
"Toxorhamphus poliopterus",0
"Oreocharis arfaki",1
"Paramythia montium",1
"Callaeas cinereus",0
"Notiomystis cincta",0
"Psophodes olivaceus",0
"Psophodes cristatus",0
"Batis fratrum",0
"Batis occulta",0
"Lanioturdus torquatus",0
"Dyaphorophyia concreta",0
"Chlorophoneus kupeensis",0
"Chlorophoneus multicolor",0
"Chlorophoneus nigrifrons",0
"Chlorophoneus olivaceus",0
"Chlorophoneus bocagei",0
"Chlorophoneus sulfureopectus",0
"Telophorus viridis",0
"Telophorus dohertyi",0
"Telophorus zeylonus",0
"Rhodophoneus cruentus",0
"Dryoscopus sabini",0
"Dryoscopus angolensis",0
"Dryoscopus senegalensis",0
"Dryoscopus cubla",0
"Dryoscopus gambensis",0
"Laniarius leucorhynchus",0
"Laniarius poensis",0
"Laniarius fuelleborni",0
"Laniarius funebris",0
"Laniarius ruficeps",0
"Laniarius nigerrimus",0
"Laniarius aethiopicus",0
"Laniarius major",0
"Laniarius ferrugineus",0
"Laniarius bicolor",0
"Laniarius turatii",0
"Laniarius barbarus",0
"Laniarius mufumbiri",0
"Laniarius erythrogaster",0
"Laniarius atrococcineus",1
"Laniarius atroflavus",0
"Nilaus afer",0
"Machaerirhynchus flaviventer",0
"Calicalicus madagascariensis",0
"Calicalicus rufocarpalis",0
"Vanga curvirostris",0
"Oriolia bernieri",0
"Xenopirostris xenopirostris",0
"Xenopirostris damii",0
"Xenopirostris polleni",0
"Falculea palliata",1
"Leptopterus chabert",1
"Cyanolanius madagascarinus",1
"Schetba rufa",0
"Euryceros prevostii",0
"Tylas eduardi",0
"Hypositta corallirostris",0
"Newtonia amphichroa",0
"Newtonia brunneicauda",0
"Prionops plumatus",0
"Prionops poliolophus",0
"Prionops alberti",0
"Prionops caniceps",0
"Prionops retzii",0
"Prionops gabela",0
"Prionops scopifrons",0
"Tephrodornis virgatus",0
"Tephrodornis pondicerianus",0
"Philentoma pyrhoptera",0
"Philentoma velata",0
"Pityriasis gymnocephala",0
"Artamus fuscus",0
"Artamus leucoryn",0
"Artamus mentalis",0
"Artamus monachus",0
"Artamus maximus",1
"Artamus insignis",0
"Artamus personatus",0
"Artamus superciliosus",0
"Artamus cinereus",0
"Artamus cyanopterus",0
"Artamus minor",0
"Peltops blainvillii",0
"Gymnorhina tibicen",0
"Cracticus torquatus",0
"Cracticus nigrogularis",0
"Cracticus cassicus",0
"Strepera graculina",1
"Aegithina tiphia",0
"Aegithina nigrolutea",0
"Aegithina viridissima",1
"Pericrocotus erythropygius",1
"Pericrocotus igneus",1
"Pericrocotus cinnamomeus",1
"Pericrocotus miniatus",1
"Pericrocotus brevirostris",0
"Pericrocotus lansbergei",1
"Pericrocotus ethologus",1
"Pericrocotus speciosus",1
"Pericrocotus divaricatus",1
"Pericrocotus roseus",1
"Ceblepyris caesius",0
"Coracina caeruleogrisea",0
"Coracina longicauda",1
"Coracina bicolor",0
"Coracina maxima",1
"Coracina lineata",1
"Coracina striata",0
"Coracina macei",0
"Coracina javensis",0
"Coracina larvata",0
"Coracina papuensis",0
"Campephaga flava",0
"Campochaera sloetii",1
"Edolisoma ostentum",1
"Edolisoma montanum",0
"Edolisoma mindanense",1
"Edolisoma melas",1
"Edolisoma holopolium",1
"Edolisoma admiralitatis",0
"Edolisoma morio",1
"Edolisoma tenuirostre",0
"Cyanograucalus azureus",1
"Lalage tricolor",1
"Lalage leucomela",0
"Lalage melanoleuca",1
"Lalage nigra",0
"Lalage leucopygialis",1
"Lalage melaschistos",0
"Lalage melanoptera",1
"Lalage typica",0
"Lalage newtoni",0
"Mohoua ochrocephala",1
"Mohoua albicilla",1
"Mohoua novaeseelandiae",1
"Daphoenositta miranda",0
"Pachycephala cinerea",0
"Pachycephala macrorhyncha",1
"Pachycephala pectoralis",0
"Pachycephala citreogaster",1
"Pachycephala chlorura",1
"Pachycephala griseonota",1
"Pachycephala johni",1
"Pseudorectes ferrugineus",1
"Pteruthius xanthochlorus",0
"Pteruthius melanotis",0
"Pteruthius rufiventer",0
"Pteruthius flaviscapis",0
"Pteruthius intermedius",0
"Pteruthius aenobarbus",0
"Erpornis zantholeuca",0
"Cyclarhis gujanensis",0
"Vireolanius leucotis",0
"Hylophilus amaurocephalus",0
"Hylophilus poicilotis",0
"Hylophilus pectoralis",0
"Hylophilus brunneiceps",0
"Hylophilus thoracicus",0
"Tunchiornis ochraceiceps",1
"Tunchiornis luteifrons",1
"Pachysylvia muscicapina",1
"Vireo chivi",0
"Vireo pallens",1
"Vireo caribaeus",0
"Vireo crassirostris",0
"Vireo modestus",0
"Vireo gundlachii",1
"Vireo latimeri",1
"Sphecotheres viridis",0
